fecha,sku_id,nombre_producto,categoria,plataforma,unidades_vendidas,pvp_base,precio_venta,coste_unitario,margen_bruto,promocion_activa,descuento_pct,precio_decathlon,precio_trailzone,precio_outdoorpro,precio_comp_min,precio_comp_avg,precio_comp_max,precio_mercado_ref,stock_disponible,dias_sin_stock,dia_semana,mes,semana_anio,es_festivo,es_blackfriday,es_navidad,ventas_lag_1,ventas_lag_7,ventas_lag_30,ventas_media_7d,ventas_media_30d,ratio_precio_mercado,diferencia_precio_min,dias_cobertura_stock,ingreso_estimado,margen_estimado_eur,var_precio_decathlon_1d,var_precio_trailzone_1d,var_precio_outdoorpro_1d,var_precio_comp_min_7d,diferencia_precio_avg,alerta_bajada_competidor,alerta_precio_alto,oportunidad_subida_precio,alerta_stockout_riesgo,alerta_exceso_stock
2023-02-10,SKU-001,Mochila trail 20L,Mochilas,Amazon,4,49.99,49.49,18.5,0.63,0,0.0,45.28,52.24,54.86,45.28,50.79,54.86,50.86,125,0,4,2,6,0,0,0,0.0,3.0,0.0,0.86,1.03,0.9744,4.21,145.3,197.96,123.96,0.35,-0.19,0.09,0.71,-1.3,0,0,0,0,1
2023-02-11,SKU-001,Mochila trail 20L,Mochilas,Amazon,0,49.99,49.7,18.5,0.63,0,0.0,45.3,52.4,54.59,45.3,50.76,54.59,51.05,125,0,5,2,6,0,0,0,4.0,0.0,1.0,1.0,1.17,0.9791,4.4,125.0,0.0,0.0,0.02,0.16,-0.27,0.77,-1.06,0,0,0,0,1
2023-02-12,SKU-001,Mochila trail 20L,Mochilas,Amazon,1,49.99,49.94,18.5,0.63,0,0.0,45.23,52.74,55.43,45.23,51.13,55.43,51.34,124,0,6,2,6,0,0,0,0.0,1.0,1.0,1.0,1.13,0.9767,4.71,124.0,49.94,31.44,-0.07,0.34,0.84,0.52,-1.19,0,1,0,0,1
2023-02-13,SKU-001,Mochila trail 20L,Mochilas,Amazon,1,49.99,50.24,18.5,0.63,0,0.0,45.18,52.81,47.5,45.18,48.5,52.81,48.87,123,0,0,2,7,0,0,0,1.0,0.0,0.0,1.0,1.13,1.0359,5.06,123.0,50.24,31.74,-0.05,0.07,-7.93,0.17,1.74,0,1,0,0,1
2023-02-14,SKU-001,Mochila trail 20L,Mochilas,Amazon,2,49.99,39.23,18.5,0.63,1,0.2,45.26,52.57,47.92,45.26,48.58,52.57,46.59,121,0,1,2,7,0,0,0,1.0,2.0,4.0,1.14,1.17,0.8075,-6.03,106.1,78.46,41.46,0.08,-0.24,0.42,0.17,-9.35,0,0,1,0,1
2023-02-15,SKU-001,Mochila trail 20L,Mochilas,Amazon,0,49.99,49.76,18.5,0.63,0,0.0,45.08,52.42,48.3,45.08,48.6,52.42,49.03,121,0,2,2,7,0,0,0,2.0,0.0,0.0,1.14,1.1,1.0239,4.68,106.1,0.0,0.0,-0.18,-0.15,0.38,0.14,1.16,0,1,0,0,0
2023-02-16,SKU-001,Mochila trail 20L,Mochilas,Amazon,3,49.99,50.68,18.5,0.63,0,0.0,44.97,52.43,49.5,44.97,48.97,52.43,50.09,118,0,3,2,7,0,0,0,0.0,0.0,1.0,1.14,1.1,1.0349,5.71,103.5,152.04,96.54,-0.11,0.01,1.2,0.04,1.71,0,1,0,0,0
2023-02-17,SKU-001,Mochila trail 20L,Mochilas,Amazon,1,49.99,50.49,18.5,0.63,0,0.0,45.18,52.81,49.73,45.18,49.24,52.81,50.11,117,0,4,2,7,0,0,0,3.0,4.0,0.0,1.57,1.17,1.0254,5.31,74.5,50.49,31.99,0.21,0.38,0.23,-0.1,1.25,0,1,0,0,0
2023-02-18,SKU-001,Mochila trail 20L,Mochilas,Amazon,3,49.99,50.71,18.5,0.63,0,0.0,45.25,53.29,49.79,45.25,49.44,53.29,50.25,114,0,5,2,7,0,0,0,1.0,0.0,0.0,1.14,1.2,1.0257,5.46,100.0,152.13,96.63,0.07,0.48,0.06,-0.05,1.27,0,1,0,0,1
2023-02-19,SKU-001,Mochila trail 20L,Mochilas,Amazon,4,49.99,49.77,18.5,0.63,0,0.0,46.7,53.06,49.9,46.7,49.89,53.06,49.84,110,0,6,2,7,0,0,0,3.0,1.0,1.0,1.57,1.3,0.9976,3.07,70.1,199.08,125.08,1.45,-0.23,0.11,1.47,-0.12,0,0,0,0,0
2023-02-20,SKU-001,Mochila trail 20L,Mochilas,Amazon,0,49.99,49.65,18.5,0.63,0,0.0,46.63,53.16,49.81,46.63,49.87,53.16,49.73,110,0,0,2,8,0,0,0,4.0,1.0,2.0,2.0,1.4,0.9956,3.02,55.0,0.0,0.0,-0.07,0.1,-0.09,1.45,-0.22,0,0,0,0,0
2023-02-21,SKU-001,Mochila trail 20L,Mochilas,Amazon,2,49.99,49.11,18.5,0.63,0,0.0,46.79,53.0,54.21,46.79,51.33,54.21,51.06,108,0,1,2,8,0,0,0,0.0,2.0,2.0,1.86,1.33,0.9568,2.32,58.1,98.22,61.22,0.16,-0.16,4.4,1.53,-2.22,0,0,0,0,0
2023-02-22,SKU-001,Mochila trail 20L,Mochilas,Amazon,0,49.99,50.51,18.5,0.63,0,0.0,47.09,52.66,54.28,47.09,51.34,54.28,51.58,108,0,2,2,8,0,0,0,2.0,0.0,2.0,1.86,1.33,0.9838,3.42,58.1,0.0,0.0,0.3,-0.34,0.07,2.01,-0.83,0,0,0,0,0
2023-02-23,SKU-001,Mochila trail 20L,Mochilas,Amazon,3,49.99,50.4,18.5,0.63,0,0.0,47.02,52.81,54.5,47.02,51.44,54.5,51.6,105,0,3,2,8,0,0,0,0.0,3.0,1.0,1.86,1.27,0.9798,3.38,56.5,151.2,95.7,-0.07,0.15,0.22,2.05,-1.04,0,0,0,0,0
2023-02-24,SKU-001,Mochila trail 20L,Mochilas,Amazon,0,49.99,39.08,18.5,0.63,1,0.22,45.27,52.85,54.36,45.27,50.83,54.36,49.06,105,0,4,2,8,0,0,0,3.0,1.0,0.0,1.86,1.33,0.7688,-6.19,56.5,0.0,0.0,-1.75,0.04,-0.14,0.09,-11.75,0,0,1,0,0
2023-02-25,SKU-001,Mochila trail 20L,Mochilas,Amazon,3,49.99,49.1,18.5,0.63,0,0.0,45.19,54.24,54.31,45.19,51.25,54.31,51.67,102,0,5,2,8,0,0,0,0.0,3.0,2.0,1.71,1.33,958.0,3.91,59.6,147.3,91.8,-0.08,1.39,-0.05,-0.06,-2.15,0,0,0,0,0
2023-02-26,SKU-001,Mochila trail 20L,Mochilas,Amazon,3,49.99,49.44,18.5,0.63,0,0.0,45.01,54.47,54.25,45.01,51.24,54.47,51.84,99,0,6,2,8,0,0,0,3.0,4.0,2.0,1.71,1.37,0.9649,4.43,57.9,148.32,92.82,-0.18,0.23,-0.06,-1.69,-1.8,0,0,0,0,0
2023-02-27,SKU-001,Mochila trail 20L,Mochilas,Amazon,1,49.99,50.16,18.5,0.63,0,0.0,45.43,54.31,49.95,45.43,49.9,54.31,50.06,98,0,0,2,9,0,0,0,3.0,0.0,3.0,1.57,1.4,1.0052,4.73,62.4,50.16,31.66,0.42,-0.16,-4.3,-1.2,0.26,0,1,0,0,0
2023-02-28,SKU-001,Mochila trail 20L,Mochilas,Amazon,2,49.99,49.92,18.5,0.63,0,0.0,45.47,54.26,49.76,45.47,49.83,54.26,49.84,96,0,1,2,9,0,0,0,1.0,2.0,0.0,1.71,1.33,1.0018,4.45,56.1,99.84,62.84,0.04,-0.05,-0.19,-1.32,0.09,0,0,0,0,0
2023-03-01,SKU-001,Mochila trail 20L,Mochilas,Amazon,2,49.99,50.63,18.5,0.63,0,0.0,45.03,54.34,49.34,45.03,49.57,54.34,49.98,148,0,2,3,9,0,0,0,2.0,0.0,0.0,1.71,1.4,1.0214,5.6,86.5,101.26,64.26,-0.44,0.08,-0.42,-2.06,1.06,0,1,0,0,0
2023-03-02,SKU-001,Mochila trail 20L,Mochilas,Amazon,1,49.99,42.51,18.5,0.63,1,0.16,45.02,54.47,49.23,45.02,49.57,54.47,47.12,147,0,3,3,9,0,0,0,2.0,3.0,1.0,2.0,1.47,0.8576,-2.51,73.5,42.51,24.01,-0.01,0.13,-0.11,-2.0,-7.06,0,0,1,0,0
2023-03-03,SKU-001,Mochila trail 20L,Mochilas,Amazon,4,49.99,38.97,18.5,0.63,1,0.23,48.66,54.67,48.98,48.66,50.77,54.67,48.82,143,0,4,3,9,0,0,0,1.0,0.0,0.0,1.71,1.47,0.7676,-9.69,83.6,155.88,81.88,3.64,0.2,-0.25,3.39,-11.8,0,0,1,0,0
2023-03-04,SKU-001,Mochila trail 20L,Mochilas,Amazon,0,49.99,50.2,18.5,0.63,0,0.0,43.84,54.72,43.58,43.58,47.38,54.72,47.02,143,0,5,3,9,0,0,0,4.0,3.0,2.0,2.29,1.6,1.0595,6.62,62.4,0.0,0.0,-4.82,0.05,-5.4,-1.61,2.82,0,1,0,0,0
2023-03-05,SKU-001,Mochila trail 20L,Mochilas,Amazon,4,49.99,50.03,18.5,0.63,0,0.0,43.83,54.37,43.41,43.41,47.2,54.37,46.93,139,0,6,3,9,0,0,0,0.0,3.0,3.0,1.86,1.53,1.06,6.62,74.7,200.12,126.12,-0.01,-0.35,-0.17,-1.6,2.83,0,1,0,0,0
2023-03-06,SKU-001,Mochila trail 20L,Mochilas,Amazon,0,49.99,49.05,18.5,0.63,0,0.0,43.57,54.48,44.13,43.57,47.39,54.48,46.59,139,0,0,3,10,0,0,0,4.0,1.0,0.0,2.0,1.57,1.035,5.48,69.5,0.0,0.0,-0.26,0.11,0.72,-1.86,1.66,0,1,0,0,0
2023-03-07,SKU-001,Mochila trail 20L,Mochilas,Amazon,2,49.99,42.64,18.5,0.63,1,0.15,43.82,54.3,44.32,43.82,47.48,54.3,44.07,137,0,1,3,10,0,0,0,0.0,2.0,1.0,1.86,1.57,0.8981,-1.18,73.7,85.28,48.28,0.25,-0.18,0.19,-1.65,-4.84,0,0,1,0,0
2023-03-08,SKU-001,Mochila trail 20L,Mochilas,Amazon,1,49.99,49.78,18.5,0.63,0,0.0,43.98,54.64,44.24,43.98,47.62,54.64,47.01,136,0,2,3,10,0,0,0,2.0,2.0,0.0,1.86,1.6,1.0454,5.8,73.1,49.78,31.28,0.16,0.34,-0.08,-1.05,2.16,0,1,0,0,0
2023-03-09,SKU-001,Mochila trail 20L,Mochilas,Amazon,0,49.99,49.98,18.5,0.63,0,0.0,44.29,54.65,43.82,43.82,47.59,54.65,47.14,136,0,3,3,10,0,0,0,1.0,1.0,2.0,1.71,1.63,1.0502,6.16,79.5,0.0,0.0,0.31,0.01,-0.42,-1.2,2.39,0,1,0,0,0
2023-03-10,SKU-001,Mochila trail 20L,Mochilas,Amazon,2,49.99,43.34,18.5,0.63,1,0.12,43.98,54.72,43.79,43.79,47.5,54.72,43.88,134,0,4,3,10,0,0,0,0.0,4.0,0.0,1.57,1.57,0.9124,-0.45,85.4,86.68,49.68,-0.31,0.07,-0.03,-4.87,-4.16,1,0,1,0,1
2023-03-11,SKU-001,Mochila trail 20L,Mochilas,Amazon,1,49.99,49.07,18.5,0.63,0,0.0,43.76,55.43,43.84,43.76,47.68,55.43,46.46,133,0,5,3,10,0,0,0,2.0,0.0,0.0,1.29,1.63,1.0292,5.31,103.1,49.07,30.57,-0.22,0.71,0.05,0.18,1.39,0,1,0,0,1
2023-03-12,SKU-001,Mochila trail 20L,Mochilas,Amazon,0,49.99,49.91,18.5,0.63,0,0.0,41.95,55.64,43.61,41.95,47.07,55.64,46.76,133,0,6,3,10,0,0,0,1.0,4.0,4.0,1.43,1.67,1.0603,7.96,93.0,0.0,0.0,-1.81,0.21,-0.23,-1.46,2.84,0,1,0,0,1
2023-03-13,SKU-001,Mochila trail 20L,Mochilas,Amazon,1,49.99,50.25,18.5,0.63,0,0.0,44.1,55.75,48.05,44.1,49.3,55.75,49.15,132,0,0,3,11,0,0,0,0.0,0.0,0.0,0.86,1.53,1.0193,6.15,153.5,50.25,31.75,2.15,0.11,4.44,0.53,0.95,0,1,0,0,1
2023-03-14,SKU-001,Mochila trail 20L,Mochilas,Amazon,1,49.99,49.73,18.5,0.63,0,0.0,43.98,55.71,48.03,43.98,49.24,55.71,48.88,131,0,1,3,11,0,0,0,1.0,2.0,1.0,1.0,1.57,1.01,5.75,131.0,49.73,31.23,-0.12,-0.04,-0.02,0.16,0.49,0,1,0,0,1
2023-03-15,SKU-001,Mochila trail 20L,Mochilas,Amazon,1,49.99,50.42,18.5,0.63,0,0.0,43.78,50.91,47.83,43.78,47.51,50.91,49.12,130,0,2,3,11,0,0,0,1.0,1.0,1.0,0.86,1.57,1.0613,6.64,151.2,50.42,31.92,-0.2,-4.8,-0.2,-0.2,2.91,0,1,0,0,1
2023-03-16,SKU-001,Mochila trail 20L,Mochilas,Amazon,1,49.99,50.06,18.5,0.63,0,0.0,44.12,50.6,47.8,44.12,47.51,50.6,48.93,129,0,3,3,11,0,0,0,1.0,0.0,2.0,0.86,1.57,1.0537,5.94,150.0,50.06,31.56,0.34,-0.31,-0.03,0.3,2.55,0,1,0,0,1
2023-03-17,SKU-001,Mochila trail 20L,Mochilas,Amazon,3,49.99,49.23,18.5,0.63,0,0.0,44.2,50.93,47.65,44.2,47.59,50.93,48.44,126,0,4,3,11,0,0,0,1.0,2.0,0.0,1.0,1.53,1.0345,5.03,126.0,147.69,92.19,0.08,0.33,-0.15,0.41,1.64,0,1,0,0,1
2023-03-18,SKU-001,Mochila trail 20L,Mochilas,Amazon,2,49.99,50.16,18.5,0.63,0,0.0,44.12,50.82,48.09,44.12,47.68,50.82,49.12,124,0,5,3,11,0,0,0,3.0,1.0,3.0,1.14,1.63,1.052,6.04,108.8,100.32,63.32,-0.08,-0.11,0.44,0.36,2.48,0,1,0,0,1
2023-03-19,SKU-001,Mochila trail 20L,Mochilas,Amazon,0,49.99,50.96,18.5,0.63,0,0.0,44.24,51.0,48.29,44.24,47.84,51.0,49.62,124,0,6,3,11,0,0,0,2.0,0.0,1.0,1.29,1.6,1.0652,6.72,96.1,0.0,0.0,0.12,0.18,0.2,2.29,3.12,0,1,0,0,1
2023-03-20,SKU-001,Mochila trail 20L,Mochilas,Amazon,1,49.99,49.48,18.5,0.63,0,0.0,44.54,51.37,48.39,44.54,48.1,51.37,48.94,123,0,0,3,12,0,0,0,0.0,1.0,3.0,1.29,1.57,1.0287,4.94,95.3,49.48,30.98,0.3,0.37,0.1,0.44,1.38,0,1,0,0,1
2023-03-21,SKU-001,Mochila trail 20L,Mochilas,Amazon,2,49.99,49.81,18.5,0.63,0,0.0,45.11,51.44,47.92,45.11,48.16,51.44,48.86,121,0,1,3,12,0,0,0,1.0,1.0,4.0,1.29,1.5,1.0343,4.7,93.8,99.62,62.62,0.57,0.07,-0.47,1.13,1.65,0,1,0,0,1
2023-03-22,SKU-001,Mochila trail 20L,Mochilas,Amazon,1,49.99,50.33,18.5,0.63,0,0.0,46.86,55.36,47.85,46.86,50.02,55.36,49.09,120,0,2,3,12,0,0,0,2.0,1.0,0.0,1.43,1.43,1.0062,3.47,83.9,50.33,31.83,1.75,3.92,-0.07,3.08,0.31,0,0,0,0,1
2023-03-23,SKU-001,Mochila trail 20L,Mochilas,Amazon,0,49.99,49.84,18.5,0.63,0,0.0,46.57,55.76,46.68,46.57,49.67,55.76,48.26,120,0,3,3,12,0,0,0,1.0,1.0,2.0,1.43,1.47,1.0034,3.27,83.9,0.0,0.0,-0.29,0.4,-1.17,2.45,0.17,0,0,0,0,1
2023-03-24,SKU-001,Mochila trail 20L,Mochilas,Amazon,0,49.99,49.57,18.5,0.63,0,0.0,46.26,55.73,46.88,46.26,49.62,55.73,48.22,120,0,4,3,12,0,0,0,0.0,3.0,0.0,1.29,1.4,999.0,3.31,93.0,0.0,0.0,-0.31,-0.03,0.2,2.06,-0.05,0,0,0,0,1
2023-03-25,SKU-001,Mochila trail 20L,Mochilas,Amazon,2,49.99,49.26,18.5,0.63,0,0.0,46.32,55.85,46.78,46.32,49.65,55.85,48.02,118,0,5,3,12,0,0,0,0.0,2.0,3.0,0.86,1.4,0.9921,2.94,137.2,98.52,61.52,0.06,0.12,-0.1,2.2,-0.39,0,0,0,0,1
2023-03-26,SKU-001,Mochila trail 20L,Mochilas,Amazon,0,49.99,49.93,18.5,0.63,0,0.0,46.4,47.6,47.02,46.4,47.01,47.6,47.31,118,0,6,3,12,0,0,0,2.0,0.0,0.0,0.86,1.37,1.0621,3.53,137.2,0.0,0.0,0.08,-8.25,0.24,2.16,2.92,0,0,0,0,1
2023-03-27,SKU-001,Mochila trail 20L,Mochilas,Amazon,2,49.99,39.61,18.5,0.63,1,0.21,42.69,47.41,46.9,42.69,45.67,47.41,44.8,116,0,0,3,13,0,0,0,0.0,1.0,3.0,0.86,1.37,0.8673,-3.08,134.9,79.22,42.22,-3.71,-0.19,-0.12,-1.85,-6.06,0,0,1,0,1
2023-03-28,SKU-001,Mochila trail 20L,Mochilas,Amazon,2,49.99,50.62,18.5,0.63,0,0.0,42.73,46.91,46.44,42.73,45.36,46.91,46.68,114,0,1,3,13,0,0,0,2.0,2.0,3.0,1.0,1.33,1.116,7.89,114.0,101.24,64.24,0.04,-0.5,-0.46,-2.38,5.26,1,1,0,0,1
2023-03-29,SKU-001,Mochila trail 20L,Mochilas,Amazon,1,49.99,49.92,18.5,0.63,0,0.0,42.47,46.51,44.15,42.47,44.38,46.51,45.33,113,0,2,3,13,0,0,0,2.0,1.0,1.0,1.0,1.3,1.1248,7.45,113.0,49.92,31.42,-0.26,-0.4,-2.29,-4.39,5.54,1,1,0,0,1
2023-03-30,SKU-001,Mochila trail 20L,Mochilas,Amazon,2,49.99,49.76,18.5,0.63,0,0.0,42.63,46.85,44.57,42.63,44.68,46.85,45.71,111,0,3,3,13,0,0,0,1.0,0.0,2.0,1.0,1.3,1.1137,7.13,111.0,99.52,62.52,0.16,0.34,0.42,-3.94,5.08,1,1,0,0,1
2023-03-31,SKU-001,Mochila trail 20L,Mochilas,Amazon,2,49.99,50.58,18.5,0.63,0,0.0,42.43,47.12,44.93,42.43,44.83,47.12,46.02,109,0,4,3,13,0,0,0,2.0,0.0,2.0,1.29,1.3,1.1283,8.15,84.5,101.16,64.16,-0.2,0.27,0.36,-3.83,5.75,1,1,0,0,1
2023-04-01,SKU-001,Mochila trail 20L,Mochilas,Amazon,3,49.99,49.49,18.5,0.63,0,0.0,42.59,52.39,45.0,42.59,46.66,52.39,47.24,154,0,5,4,13,0,0,0,2.0,2.0,1.0,1.57,1.3,1.0607,6.9,98.1,148.47,92.97,0.16,5.27,0.07,-3.73,2.83,1,1,0,0,0
2023-04-02,SKU-001,Mochila trail 20L,Mochilas,Amazon,5,49.99,50.58,18.5,0.63,0,0.0,42.86,52.24,44.66,42.86,46.59,52.24,47.62,149,0,6,4,13,0,0,0,3.0,0.0,4.0,1.71,1.37,1.0856,7.72,87.1,252.9,160.4,0.27,-0.15,-0.34,-3.54,3.99,1,1,0,0,0
2023-04-03,SKU-001,Mochila trail 20L,Mochilas,Amazon,2,49.99,49.35,18.5,0.63,0,0.0,42.67,52.64,44.71,42.67,46.67,52.64,47.03,147,0,0,4,14,0,0,0,5.0,2.0,0.0,2.43,1.4,1.0574,6.68,60.5,98.7,61.7,-0.19,0.4,0.05,-0.02,2.68,0,1,0,0,0
2023-04-04,SKU-001,Mochila trail 20L,Mochilas,Amazon,3,49.99,50.21,18.5,0.63,0,0.0,42.7,53.17,49.36,42.7,48.41,53.17,49.78,144,0,1,4,14,0,0,0,2.0,2.0,4.0,2.43,1.47,1.0372,7.51,59.3,150.63,95.13,0.03,0.53,4.65,-0.03,1.8,0,1,0,0,0
2023-04-05,SKU-001,Mochila trail 20L,Mochilas,Amazon,2,49.99,50.2,18.5,0.63,0,0.0,42.89,53.44,49.09,42.89,48.47,53.44,49.64,142,0,2,4,14,0,0,0,3.0,1.0,0.0,2.57,1.43,1.0357,7.31,55.3,100.4,63.4,0.19,0.27,-0.27,0.42,1.73,0,1,0,0,0
2023-04-06,SKU-001,Mochila trail 20L,Mochilas,Amazon,1,49.99,50.73,18.5,0.63,0,0.0,42.84,53.6,49.18,42.84,48.54,53.6,49.96,141,0,3,4,14,1,0,0,2.0,2.0,2.0,2.71,1.5,1.0451,7.89,52.0,50.73,32.23,-0.05,0.16,0.09,0.21,2.19,0,1,0,0,0
2023-04-07,SKU-001,Mochila trail 20L,Mochilas,Amazon,3,49.99,50.6,18.5,0.63,0,0.0,43.43,53.38,49.13,43.43,48.65,53.38,49.86,138,0,4,4,14,1,0,0,1.0,2.0,1.0,2.57,1.47,1.0401,7.17,53.7,151.8,96.3,0.59,-0.22,-0.05,1.0,1.95,0,1,0,0,0
2023-04-08,SKU-001,Mochila trail 20L,Mochilas,Amazon,4,49.99,49.27,18.5,0.63,0,0.0,43.45,50.71,49.04,43.45,47.73,50.71,49.16,134,0,5,4,14,0,0,0,3.0,3.0,0.0,2.71,1.53,1.0323,5.82,49.4,197.08,123.08,0.02,-2.67,-0.09,0.86,1.54,0,1,0,0,0
2023-04-09,SKU-001,Mochila trail 20L,Mochilas,Amazon,3,49.99,39.48,18.5,0.63,1,0.2,44.19,50.71,48.8,44.19,47.9,50.71,46.5,131,0,6,4,14,0,0,0,4.0,5.0,2.0,2.86,1.67,0.8242,-4.71,45.8,118.44,62.94,0.74,0.0,-0.24,1.33,-8.42,0,0,1,0,0
2023-04-10,SKU-001,Mochila trail 20L,Mochilas,Amazon,0,49.99,49.4,18.5,0.63,0,0.0,46.0,50.01,48.83,46.0,48.28,50.01,49.11,131,0,0,4,15,0,0,0,3.0,2.0,1.0,2.57,1.7,1.0232,3.4,51.0,0.0,0.0,1.81,-0.7,0.03,3.33,1.12,0,0,0,0,0
2023-04-11,SKU-001,Mochila trail 20L,Mochilas,Amazon,1,49.99,49.9,18.5,0.63,0,0.0,45.97,50.21,48.62,45.97,48.27,50.21,49.26,130,0,1,4,15,0,0,0,0.0,3.0,0.0,2.29,1.67,1.0338,3.93,56.8,49.9,31.4,-0.03,0.2,-0.21,3.27,1.63,0,0,0,0,0
2023-04-12,SKU-001,Mochila trail 20L,Mochilas,Amazon,2,49.99,50.88,18.5,0.63,0,0.0,46.14,50.0,48.75,46.14,48.3,50.0,49.38,128,0,2,4,15,0,0,0,1.0,2.0,1.0,2.0,1.7,1.0534,4.74,64.0,101.76,64.76,0.17,-0.21,0.13,3.25,2.58,0,1,0,0,0
2023-04-13,SKU-001,Mochila trail 20L,Mochilas,Amazon,1,49.99,50.42,18.5,0.63,0,0.0,46.04,49.97,44.63,44.63,46.88,49.97,48.0,127,0,3,4,15,0,0,0,2.0,1.0,1.0,2.0,1.73,1.0755,5.79,63.5,50.42,31.92,-0.1,-0.03,-4.12,1.79,3.54,0,1,0,0,0
2023-04-14,SKU-001,Mochila trail 20L,Mochilas,Amazon,2,49.99,38.49,18.5,0.63,1,0.22,46.22,50.02,44.41,44.41,46.88,50.02,45.32,125,0,4,4,15,0,0,0,1.0,3.0,1.0,2.0,1.73,821.0,-5.92,62.5,76.98,39.98,0.18,0.05,-0.22,0.98,-8.39,0,0,1,0,0
2023-04-15,SKU-001,Mochila trail 20L,Mochilas,Amazon,1,49.99,50.65,18.5,0.63,0,0.0,46.01,50.16,44.53,44.53,46.9,50.16,48.08,124,0,5,4,15,0,0,0,2.0,4.0,1.0,1.86,1.77,1.08,6.12,66.7,50.65,32.15,-0.21,0.14,0.12,1.08,3.75,0,1,0,0,0
